Age,Gender,City,Account Type,Account Balance,Account Balance After Transaction,Credit Limit,Credit Card Balance
60,Female,Dallas,Current,9535.64,4751.36,4814.95,2869.99
43,Male,Jacksonville,Savings,9948.64,14461.48,4261.77,326.29
58,Female,San Francisco,Savings,7856.1,5025.98,8022.86,1289.39
23,Other,Fort Worth,Current,7628.18,11471.85,6927.3,2867.66
48,Male,Philadelphia,Savings,9537.54,8087.91,8498.41,527.52
34,Male,Denver,Current,2976.3,95.25,1374.54,1250.31
26,Female,Memphis,Savings,1376.92,1718.73,8494.93,3032.19
44,Other,Philadelphia,Current,8248.69,9573.22,4705.4,4627.99
23,Female,Boston,Savings,1792.21,158.76,3326.85,3661.4
23,Male,Las Vegas,Savings,549.56,2362.16,2835.2,2537.83
21,Male,Boston,Current,2044.97,2858.44,4119.75,1059.56
69,Other,Indianapolis,Current,4435.28,4860.77,4115.98,962.97
60,Male,Indianapolis,Savings,5001.51,7897.58,2282.76,3880.63
20,Other,Philadelphia,Current,718.77,-1742.93,6394.88,4632.66
41,Female,Atlanta,Current,4489.6,1562.78,1743.59,602.47
35,Other,Nashville,Current,6082.65,5427.42,5501.53,3376.47
49,Female,Houston,Current,9324.88,14063.86,4524.97,3639.32
65,Female,Fresno,Savings,2350.46,4423.1,8336.76,2551.33
38,Male,Louisville,Current,2188.61,-64.26,2982.17,1655.84
65,Female,Kansas City,Savings,3955.31,6694.67,6040.57,3541.94
46,Male,Louisville,Savings,9838.18,6384.45,2063.26,2286.93
49,Other,San Francisco,Savings,3428.63,1498.19,7452.15,2292.35
42,Other,Columbus,Savings,534.29,-190.03,3924.66,508.88
29,Female,San Antonio,Current,2729.59,-1188.18,9631.43,3148.84
63,Other,Washington,Savings,5627.19,6937.37,9162.33,455.82
26,Female,New York,Current,4184.18,1964.28,5307.94,1395.61
24,Other,Memphis,Current,7764.81,10930.13,8103.77,900.41
31,Female,Milwaukee,Savings,6111.99,1284.81,1668.01,4725.62
37,Female,Baltimore,Current,5638.63,5816.22,8040.85,401.1
37,Other,Charlotte,Savings,3297.64,5896.79,5028.43,2312.49
27,Other,Seattle,Current,5563.28,882.02,1851.64,3064.61
28,Other,Sacramento,Current,6194.35,7477.53,3505.1,2330.21
56,Other,Baltimore,Current,1874.13,2444.5,3694.22,3309.14
36,Female,Fresno,Savings,7385.09,10373.32,7450.53,157.65
36,Female,Austin,Savings,3990.04,4759.48,8078.67,4636.8
60,Other,Portland,Savings,7448.53,3052.96,5799.95,1773.84
23,Other,Las Vegas,Current,1859.33,-1759.3,3976.86,2164.22
25,Male,Sacramento,Savings,6599.56,5985.65,4667.05,2689.16
18,Female,Colorado Springs,Current,366.14,-2525.33,6624.61,3221.55
40,Female,San Diego,Current,1673.76,1528.46,6683.47,627.81
57,Other,Seattle,Current,8922.1,13149.5,2629.84,1835.06
54,Male,San Jose,Current,4668.57,3633.44,5505.22,2980.78
27,Other,Las Vegas,Savings,5127.84,8789.6,6106.21,2639.59
19,Female,El Paso,Savings,9085.02,8544.47,7746.12,258.25
53,Female,Fort Worth,Current,4900.84,7268.24,5204.06,3750.36
19,Male,Baltimore,Current,6580.43,1933.57,9429.8,1934.89
32,Other,Milwaukee,Current,2297.36,2679.0,6990.46,97.25
37,Male,Louisville,Savings,907.57,-576.33,7499.28,3983.14
59,Other,Washington,Current,3598.18,-317.12,6277.74,28.78
38,Male,Louisville,Savings,8006.93,5684.75,8609.05,1010.69
47,Other,San Jose,Savings,4523.69,1268.68,4236.21,3622.7
41,Other,Boston,Savings,1764.69,-2297.23,1288.32,2965.52
19,Other,San Antonio,Current,5496.47,9418.88,2030.73,2790.14
55,Female,Philadelphia,Savings,2712.02,729.11,4855.4,2533.8
39,Other,Las Vegas,Savings,9472.01,7313.2,4531.22,4790.77
46,Female,Denver,Savings,5816.39,8676.28,5023.62,298.15
31,Male,Denver,Savings,9831.33,9208.76,5850.47,2311.02
22,Other,Mesa,Savings,526.42,4875.34,4670.59,4843.54
41,Female,Dallas,Current,214.44,690.93,1416.22,1312.35
43,Male,Mesa,Current,4823.25,5755.47,8197.45,164.5
19,Other,Kansas City,Savings,8633.79,3909.24,9412.48,2377.28
63,Male,Omaha,Current,5291.63,6708.01,6211.25,3854.82
62,Female,Memphis,Savings,8774.25,7545.62,5211.73,1005.48
51,Female,Las Vegas,Current,1392.6,3525.08,2026.24,1241.39
40,Other,Phoenix,Current,7023.34,10647.53,9308.9,805.82
58,Female,Detroit,Savings,6632.79,4795.34,4254.99,1796.19
52,Female,Columbus,Savings,5495.14,9870.02,7978.63,4423.24
32,Male,Colorado Springs,Current,4110.54,3355.23,2740.39,1015.28
20,Other,Memphis,Current,6505.98,5907.44,9180.7,1312.28
29,Other,Philadelphia,Current,5545.91,5942.14,7408.05,4424.02
55,Other,San Antonio,Savings,2798.99,4297.8,3820.31,4644.47
68,Male,Atlanta,Savings,1135.69,2141.48,7826.43,267.18
34,Female,Seattle,Current,3927.82,1615.78,3738.56,2703.97
55,Other,El Paso,Savings,5173.12,194.58,2932.61,1482.34
44,Other,Kansas City,Current,5134.3,790.28,8269.19,844.52
36,Male,New York,Savings,4313.27,-162.6,9369.51,2590.77
66,Male,Houston,Savings,3340.82,7496.21,1466.88,3894.71
65,Other,Sacramento,Savings,3569.89,4935.72,1783.31,858.02
38,Other,El Paso,Current,2731.87,1592.51,8975.98,1614.88
57,Male,Portland,Current,5841.09,9504.32,9525.18,2844.23
41,Male,Detroit,Current,8513.89,5515.05,7356.48,4460.66
41,Male,San Diego,Savings,8808.93,7770.37,4874.81,4454.09
36,Male,Indianapolis,Savings,9937.88,14774.9,5656.1,3297.25
48,Female,Chicago,Current,979.3,-1147.52,4338.92,3681.49
57,Female,Albuquerque,Current,2221.16,-1852.82,9494.63,546.34
37,Other,Phoenix,Savings,7329.05,6950.76,7133.46,3387.65
32,Female,Oklahoma City,Savings,6487.88,6302.4,9532.01,1676.46
57,Male,Columbus,Savings,1425.27,3709.74,9135.98,3566.98
52,Other,Albuquerque,Savings,6347.08,5741.32,7168.53,640.08
65,Male,Detroit,Savings,4123.97,-772.56,3105.57,2915.83
52,Female,Philadelphia,Savings,9572.91,5510.93,5043.76,1795.4
50,Male,Mesa,Current,8566.9,6291.07,7064.93,2138.19
57,Other,Omaha,Savings,825.1,-4072.68,5220.42,543.53
58,Female,Phoenix,Current,990.9,2189.89,4982.68,3449.6
61,Other,San Jose,Savings,4228.86,830.77,4807.71,3727.21
35,Female,Albuquerque,Savings,182.87,280.34,2608.24,671.84
34,Male,Indianapolis,Current,1034.43,2902.03,4469.35,2518.15
25,Other,New York,Savings,9332.7,8926.87,9890.46,3935.29
37,Female,San Jose,Current,7945.08,9788.28,3308.58,1116.26
28,Female,Austin,Current,6759.82,8669.01,3794.45,459.37
47,Female,San Diego,Current,8319.35,10201.45,9670.06,4557.2
44,Female,Boston,Savings,2575.54,4653.55,5608.54,3815.31
56,Male,Omaha,Current,7283.11,4195.01,7945.74,1519.58
31,Male,Albuquerque,Current,6194.11,5238.87,3216.8,3666.45
59,Female,Las Vegas,Savings,8501.61,7321.97,4624.0,144.14
32,Male,Louisville,Current,2898.61,6129.31,6600.59,4039.57
29,Male,Columbus,Current,7660.79,5324.27,3254.71,1944.37
37,Female,Chicago,Savings,8541.25,7723.27,4462.97,1324.09
34,Male,Mesa,Current,5535.17,9473.52,5283.79,1051.45
57,Other,Portland,Savings,4196.47,-458.63,8573.28,2063.72
43,Other,Oklahoma City,Current,9491.66,7159.64,7234.06,3261.06
31,Male,Charlotte,Savings,1772.8,-1301.21,9247.44,3971.96
42,Female,Portland,Current,459.1,-3619.47,9702.56,96.51
43,Other,Louisville,Current,1873.49,6692.61,5255.14,4703.08
64,Male,Boston,Savings,6866.19,2020.14,4780.15,4185.34
42,Male,Tucson,Current,7910.56,12525.52,6044.87,4796.64
42,Female,Columbus,Current,7196.59,3114.69,9080.81,1285.18
44,Female,San Diego,Current,4256.68,6391.31,1177.76,799.67
60,Male,Columbus,Savings,9678.98,6327.46,3087.78,4373.86
29,Female,New York,Savings,4498.59,679.12,8538.41,92.68
37,Other,Indianapolis,Savings,9814.92,9346.33,5698.53,2077.59
33,Other,Seattle,Current,9189.35,9780.01,8499.69,2148.77
42,Male,San Antonio,Savings,4130.73,600.79,6864.19,1130.93
44,Male,Charlotte,Current,1693.99,5031.89,8317.3,1158.52
69,Female,Las Vegas,Savings,989.39,-3031.86,4765.6,3336.12
35,Other,San Jose,Savings,5361.6,6292.65,1089.74,1597.02
27,Female,Dallas,Savings,7655.76,12339.79,7065.93,518.05
68,Male,Charlotte,Savings,1842.87,643.47,5473.35,1689.55
67,Male,Sacramento,Current,3250.29,2566.14,9850.2,2501.2
47,Male,Las Vegas,Savings,6342.26,7970.69,2082.18,205.17
18,Male,Tucson,Current,4662.6,617.87,6575.76,4953.73
21,Male,Indianapolis,Savings,6078.29,6229.2,3711.05,3539.11
40,Male,San Diego,Current,6796.04,7937.93,5521.18,566.79
24,Female,Memphis,Current,3868.88,8647.33,1660.06,216.41
47,Female,El Paso,Savings,7881.07,7786.19,8749.03,4955.83
43,Female,Milwaukee,Current,7058.36,5659.85,9023.34,3129.41
18,Other,Omaha,Current,6906.78,8542.38,5424.52,2999.44
46,Female,Columbus,Savings,1579.89,6200.21,1751.75,1109.3
42,Male,Baltimore,Savings,4794.93,9052.46,6230.29,4373.61
57,Female,Colorado Springs,Savings,5814.01,8119.85,3580.12,350.8
43,Female,Portland,Current,2341.22,746.61,1224.79,3830.2
34,Other,Indianapolis,Savings,7609.81,12332.5,8467.33,667.07
48,Male,Philadelphia,Savings,1298.7,2248.32,2161.36,4014.6
25,Other,Tucson,Current,1583.59,-805.75,9326.25,1072.98
22,Other,Seattle,Savings,4191.86,6289.87,6967.92,4873.4
18,Other,Indianapolis,Savings,1439.91,6116.58,2287.6,1015.09
32,Female,Fort Worth,Current,215.28,-3566.21,3396.31,3003.55
53,Male,Oklahoma City,Savings,4172.88,6495.13,9789.58,4339.09
24,Male,Omaha,Current,6520.67,3481.48,6836.93,2165.45
63,Other,Memphis,Savings,5001.87,9540.4,5338.62,2358.11
61,Male,Baltimore,Current,616.58,-3541.25,9586.63,4732.73
44,Male,Detroit,Current,2401.41,-679.7,1273.82,361.2
52,Other,Washington,Savings,5291.05,713.61,4451.42,2561.03
44,Female,Tucson,Savings,7407.12,5499.49,8364.2,2004.05
37,Other,Colorado Springs,Current,7959.78,11628.35,9596.16,2479.39
35,Other,Memphis,Current,5241.75,5151.34,8056.88,1470.63
57,Female,Washington,Current,6496.66,9415.7,6735.46,357.9
19,Female,San Jose,Savings,9043.83,8350.31,2157.35,1251.85
47,Female,Dallas,Current,745.47,-1880.79,5831.28,105.93
55,Female,Las Vegas,Current,1081.81,-158.28,6171.92,616.69
47,Other,Charlotte,Savings,4632.81,6542.42,8454.51,1222.98
24,Female,Mesa,Savings,6136.37,2173.47,7021.56,1477.15
56,Male,San Jose,Current,145.88,-156.56,8609.16,1880.11
30,Other,Portland,Current,4580.23,1888.6,6226.13,4498.28
50,Other,Atlanta,Current,1810.33,1077.41,2219.6,2827.57
57,Female,San Antonio,Savings,6486.54,9357.01,7743.32,4471.68
47,Female,San Diego,Savings,2750.58,-421.05,6725.57,319.52
47,Male,Atlanta,Current,9029.19,9947.8,4133.52,1663.7
40,Female,Columbus,Savings,732.09,771.86,8376.16,1930.95
62,Other,Fort Worth,Savings,8111.14,8547.55,8948.97,300.62
41,Female,Mesa,Savings,3984.04,532.87,7605.08,4614.39
37,Male,Omaha,Savings,8585.89,10492.58,5356.1,1438.54
45,Other,San Francisco,Savings,8169.71,10040.46,3783.72,3908.35
36,Other,Omaha,Savings,2469.0,-993.53,3057.19,2337.75
66,Female,Memphis,Current,600.62,3091.31,8475.32,2245.74
30,Male,Portland,Current,6985.66,3796.6,6857.06,4239.86
33,Male,New York,Savings,2123.51,6720.96,6766.63,1672.43
32,Female,Fresno,Current,9312.02,11851.27,2804.05,204.97
28,Other,Houston,Current,765.58,-2428.22,6000.59,2584.05
29,Other,Las Vegas,Current,3307.4,6509.57,9887.55,1190.98
39,Other,Nashville,Savings,225.23,2903.38,5020.13,1723.27
42,Female,Tucson,Savings,3238.49,6564.01,5965.14,1792.84
20,Other,San Antonio,Current,5458.46,1285.08,8883.83,4447.85
41,Other,New York,Current,6583.14,2542.06,8863.81,4343.74
42,Female,Chicago,Current,7291.69,6995.91,1594.48,4669.97
26,Other,Charlotte,Current,8351.16,13110.58,9125.63,2879.26
45,Female,Milwaukee,Current,1196.76,-3040.77,6904.89,2970.78
63,Male,Indianapolis,Current,7642.54,2789.23,4082.04,2455.15
47,Male,Jacksonville,Savings,2855.85,3834.31,7901.64,3672.7
24,Female,Memphis,Current,1468.64,4155.32,5394.74,4613.02
28,Female,Philadelphia,Savings,2729.99,524.92,5933.19,127.28
27,Female,Memphis,Current,8594.13,6703.11,6739.77,1365.49
20,Other,San Francisco,Current,6311.18,8349.69,8257.99,257.69
36,Other,Washington,Current,6014.08,1495.01,5245.49,1702.05
19,Female,Las Vegas,Savings,5887.91,2392.66,3335.62,4240.37
34,Female,San Francisco,Savings,4145.41,5775.91,6511.41,2413.81
46,Other,Nashville,Current,4228.35,6128.95,9744.23,4452.79
19,Other,Austin,Savings,1568.41,3916.33,1876.95,4300.37
33,Female,San Antonio,Savings,3392.87,5233.85,1059.82,708.1
66,Other,Colorado Springs,Savings,5169.12,6227.39,4494.39,1418.12
27,Other,Phoenix,Current,6099.58,3917.2,5896.5,2776.77
21,Male,Nashville,Current,809.22,402.38,5598.72,1830.43
60,Female,Seattle,Current,3404.72,-868.84,3835.74,3096.25
43,Female,Sacramento,Savings,3460.27,7586.37,9400.21,2983.36
66,Other,Oklahoma City,Savings,5199.19,9659.88,3195.14,159.47
41,Male,Charlotte,Current,7129.34,4894.25,2101.59,1990.21
29,Female,Phoenix,Current,6388.8,3129.17,3013.57,2245.23
38,Female,San Jose,Savings,5751.76,9803.63,1875.07,4449.19
59,Other,Fort Worth,Current,2985.04,4566.18,8612.77,3557.12
33,Female,Nashville,Current,8406.66,5236.07,4613.96,1162.96
53,Other,Atlanta,Current,7874.4,10071.18,8475.83,2925.81
52,Male,Philadelphia,Current,1917.77,42.95,6741.66,2079.98
26,Male,San Antonio,Savings,6585.8,10884.57,5270.9,4499.69
23,Female,Detroit,Current,9075.88,5951.73,1920.9,177.27
61,Other,San Diego,Current,4412.45,7533.19,1334.26,4982.84
18,Male,Dallas,Savings,9255.22,8462.47,6016.22,672.54
31,Female,Portland,Savings,317.44,2058.56,2800.32,3155.53
41,Female,Houston,Current,5210.78,9418.66,4987.36,1485.29
27,Female,Nashville,Current,2637.07,1561.74,9517.85,2545.29
35,Other,Milwaukee,Savings,2695.36,7547.97,2203.11,1518.67
62,Other,Nashville,Current,8787.72,12948.78,7359.01,2178.3
26,Male,Omaha,Savings,3183.84,1838.44,2908.85,1157.19
44,Other,Boston,Current,330.98,880.99,3168.18,413.19
36,Other,Colorado Springs,Current,5442.92,6299.0,6747.88,3114.69
53,Female,Charlotte,Current,9711.54,8492.95,2177.9,4378.78
20,Female,Sacramento,Current,883.05,-313.31,4489.06,2805.86
55,Male,Atlanta,Current,2934.37,3025.6,4421.88,2323.46
26,Female,Louisville,Current,4748.08,8327.44,5097.86,136.54
27,Female,Columbus,Savings,8321.75,13207.31,3866.51,2457.21
26,Female,Houston,Savings,2762.06,4201.37,3460.32,3681.33
34,Other,Oklahoma City,Current,3502.48,3593.71,8037.53,790.59
59,Female,Fresno,Savings,3906.5,8498.87,1717.79,3822.2
55,Male,Fort Worth,Savings,3858.38,4897.32,8648.38,2418.86
65,Male,Tucson,Savings,2083.42,2037.72,8545.45,3814.37
66,Female,Las Vegas,Current,9165.09,10293.46,9393.57,743.5
60,Female,Oklahoma City,Savings,7949.81,8478.85,3157.6,1008.75
37,Male,Phoenix,Savings,9758.86,6125.89,9247.45,2230.95
24,Other,Kansas City,Savings,3772.84,3754.65,5053.88,2383.48
21,Female,Baltimore,Current,548.42,2760.76,7153.82,4970.81
27,Male,Las Vegas,Current,1243.46,-1221.38,8666.02,4930.77
38,Other,Omaha,Savings,3639.09,-284.08,1563.66,2284.53
31,Male,San Antonio,Current,9119.53,11736.13,1312.48,1199.01
42,Other,Mesa,Current,9812.74,9180.3,2816.28,3463.18
34,Male,Kansas City,Current,8237.77,6099.63,6046.64,967.99
45,Male,Indianapolis,Current,2460.41,7134.02,8002.92,1381.48
31,Other,Charlotte,Savings,6631.02,7822.67,7979.22,2694.49
69,Female,El Paso,Current,6006.41,7510.76,9037.57,4727.44
30,Male,Fort Worth,Savings,8250.2,12617.76,6007.2,144.97
51,Female,Memphis,Savings,5146.52,9078.48,6042.02,3372.05
58,Male,Charlotte,Current,3249.49,1764.86,1705.64,4326.02
20,Other,Memphis,Current,290.85,3835.63,7887.48,3668.6
21,Female,Nashville,Current,7970.76,8405.49,5325.22,2409.75
61,Other,Charlotte,Savings,5349.46,2629.92,2878.33,4287.0
32,Other,Columbus,Current,5388.46,1032.29,2125.8,3911.53
37,Female,Indianapolis,Current,9574.92,5360.76,9002.63,3668.54
25,Female,Charlotte,Current,4913.65,3891.45,6187.67,530.63
67,Female,Houston,Savings,3226.43,5896.93,6563.79,3523.44
22,Other,Portland,Current,3464.4,5462.72,3166.85,777.95
19,Other,El Paso,Savings,216.29,-2592.38,5952.81,4490.25
45,Other,Memphis,Current,1311.28,1695.89,2431.29,3240.68
39,Female,Dallas,Current,533.71,5440.67,4769.84,4389.24
26,Male,San Antonio,Current,2508.28,-313.66,3214.8,855.2
45,Female,Houston,Current,740.06,1345.32,2499.0,2893.02
63,Male,Phoenix,Savings,3378.05,163.13,8195.2,70.04
18,Other,Phoenix,Savings,1348.68,1300.19,6955.21,464.19
69,Male,Austin,Savings,9187.4,9145.13,8196.21,1736.78
53,Female,Louisville,Savings,9390.0,8486.06,8523.17,1414.98
66,Female,Indianapolis,Current,6074.22,7436.15,4507.85,4002.92
59,Female,Baltimore,Savings,8074.33,9397.5,7805.77,2718.77
19,Male,Houston,Current,6804.39,9025.82,7605.5,4524.26
55,Female,Los Angeles,Savings,8129.98,10700.82,3220.01,4762.04
43,Male,Chicago,Savings,6434.09,4317.55,7202.3,4355.06
48,Other,Nashville,Current,4358.92,6234.62,9353.11,1422.51
68,Male,Philadelphia,Current,8750.17,5396.17,7172.29,3057.49
58,Other,Seattle,Current,4436.86,5686.06,3946.12,3809.0
68,Male,Phoenix,Savings,4022.5,879.75,7317.54,2656.26
36,Other,Dallas,Savings,6281.39,11065.16,6231.21,1668.18
48,Female,Oklahoma City,Current,9385.52,11749.67,8251.43,911.99
26,Male,Louisville,Savings,4477.81,1916.93,3445.87,4817.57
20,Other,Detroit,Current,5791.95,2147.84,2460.12,1031.12
55,Female,Seattle,Current,4974.09,7515.99,4892.63,4057.95
23,Female,Denver,Current,9106.36,8378.26,6636.74,665.86
66,Other,Chicago,Savings,6799.78,3742.37,1871.12,4940.85
62,Other,Dallas,Current,4253.93,1705.15,3369.07,1687.18
62,Male,Mesa,Current,6108.34,1350.47,2503.28,3892.84
24,Other,Milwaukee,Current,1644.99,2119.08,7932.3,762.5
58,Other,San Francisco,Savings,3485.24,6172.22,7340.18,3584.89
42,Female,El Paso,Savings,7388.19,4299.7,6628.74,3451.75
42,Other,Fresno,Current,5667.7,8770.97,5167.57,1898.51
67,Other,Phoenix,Savings,3211.3,2903.39,5027.17,201.52
18,Other,Charlotte,Savings,3686.75,5332.63,5656.52,2060.23
39,Female,Chicago,Savings,8116.85,6796.76,8366.74,2798.66
37,Female,Denver,Savings,5454.74,8857.87,6365.66,276.01
30,Female,Louisville,Savings,2463.68,-1216.03,7718.14,1345.47
57,Female,Chicago,Savings,3038.45,1984.2,3350.77,4895.63
38,Male,Kansas City,Savings,4732.05,599.91,5299.91,4599.5
40,Female,Houston,Current,7652.09,5221.77,6673.55,4088.38
58,Female,Las Vegas,Savings,9974.66,11296.83,3836.32,750.71
50,Male,Milwaukee,Current,1939.03,433.26,5675.16,2028.79
26,Male,Austin,Current,7573.8,6248.75,8560.94,1037.02
46,Male,Atlanta,Savings,6210.47,3184.31,1696.16,1077.05
69,Other,New York,Current,5358.81,2718.75,8280.84,4401.73
49,Female,Dallas,Current,9667.92,14362.18,6428.35,2061.51
28,Other,San Francisco,Current,3295.26,4670.97,4701.42,4244.91
69,Male,New York,Current,1852.08,3454.77,6051.23,1833.04
53,Male,Chicago,Savings,8788.21,8830.53,6453.47,270.79
46,Male,Detroit,Savings,780.02,2278.73,8026.61,672.05
65,Male,Milwaukee,Current,8189.48,9451.37,8219.12,224.71
48,Other,Detroit,Current,5933.44,3917.48,7660.13,1394.07
31,Male,El Paso,Current,1723.64,4206.89,1154.0,2592.62
69,Female,Baltimore,Savings,2350.89,5705.44,6013.97,1100.08
67,Female,Jacksonville,Current,1642.82,2610.34,4882.6,2890.53
42,Female,San Diego,Savings,7211.55,9998.08,6186.7,1471.6
43,Other,Boston,Savings,1558.38,-2087.55,6449.25,2432.92
39,Male,Washington,Current,6845.57,5632.07,6545.05,1567.97
26,Other,Charlotte,Current,1368.69,3131.24,4149.81,2993.96
50,Female,Jacksonville,Savings,8042.44,7008.9,5022.6,3179.41
40,Male,Oklahoma City,Current,9202.96,8638.91,1143.76,4297.48
52,Other,El Paso,Current,5637.19,1853.73,9419.0,4125.84
37,Male,New York,Current,9665.22,8457.3,9891.84,2751.65
50,Male,Los Angeles,Savings,3964.76,5808.93,4608.52,1988.85
52,Other,Denver,Current,2521.56,1275.6,4776.52,1055.23
63,Female,Columbus,Savings,1855.24,2083.93,5135.73,3088.68
47,Other,San Diego,Current,4841.74,8489.4,3641.02,2728.62
63,Other,Kansas City,Savings,1394.39,-1825.83,4919.62,187.83
47,Female,Fort Worth,Savings,8770.33,6384.46,4227.85,186.88
39,Other,Detroit,Current,7869.18,11244.12,1176.05,750.38
62,Male,Portland,Savings,5664.97,9899.0,2139.85,3586.48
18,Female,Memphis,Current,7242.48,10338.61,1708.0,4296.23
32,Other,Charlotte,Current,594.9,5129.76,3149.14,127.73
42,Male,New York,Current,2114.83,1099.37,1898.0,4091.01
37,Female,Louisville,Current,6250.0,10667.95,3071.78,2326.88
24,Other,Chicago,Current,4826.95,7539.21,1036.49,2006.1
33,Female,Seattle,Current,6085.77,1876.06,9899.02,2723.38
69,Male,Fresno,Savings,980.79,-2740.82,1983.17,4684.94
40,Male,Albuquerque,Savings,6558.98,6856.6,8560.71,2844.44
38,Female,Memphis,Current,8055.8,3865.2,1918.7,522.9
18,Male,Boston,Savings,5508.12,7201.19,3802.0,2358.87
64,Male,Detroit,Current,3638.33,1516.89,9473.99,4889.23
37,Female,Colorado Springs,Current,1829.01,1894.27,3797.15,816.59
64,Female,San Diego,Savings,2727.01,6523.03,6891.73,2310.9
36,Other,Denver,Savings,5273.08,7613.2,3864.51,3485.35
23,Other,Washington,Current,2629.63,7328.33,9486.0,1824.88
55,Female,Memphis,Current,7801.66,6389.48,1094.28,3845.33
49,Male,Tucson,Current,1404.24,-1081.16,3260.21,1060.82
18,Male,Kansas City,Current,5212.6,7274.16,4718.58,467.76
47,Female,Sacramento,Savings,5010.07,1047.44,8420.22,1645.38
33,Female,Chicago,Savings,1475.03,4157.89,6157.17,4343.04
44,Female,Denver,Current,9950.38,7645.59,9053.22,3571.11
35,Male,Jacksonville,Savings,8249.04,12983.67,8953.54,4915.19
30,Other,Portland,Savings,3926.67,5822.61,9597.86,1649.02
61,Other,Charlotte,Savings,6880.57,4425.38,2644.35,2512.18
67,Male,Austin,Savings,7194.15,9969.31,4800.73,2116.88
45,Other,Detroit,Current,6546.37,6267.58,4846.91,2436.49
27,Female,Las Vegas,Current,4381.59,7018.89,2107.43,708.36
31,Female,San Jose,Current,8862.6,7176.96,9505.98,985.78
69,Male,Albuquerque,Savings,7738.36,4483.63,4264.62,2502.94
46,Male,Atlanta,Savings,5466.0,8687.69,6753.36,4840.93
28,Female,Houston,Current,125.37,3684.75,6437.55,4723.33
67,Female,San Jose,Current,2311.4,4313.16,3132.69,469.97
44,Male,Dallas,Current,5137.37,5670.26,6150.24,2913.49
61,Male,Fresno,Current,8999.4,6798.03,3306.96,3101.38
34,Female,Atlanta,Savings,6323.35,9088.76,3572.69,3179.66
20,Female,San Antonio,Current,4236.84,4102.84,5954.48,3210.26
48,Other,New York,Current,574.33,-2167.01,5111.45,307.32
38,Other,Fort Worth,Current,6013.07,4010.68,4809.53,2536.42
50,Female,Nashville,Savings,3572.45,5969.95,4539.98,11.29
18,Male,Austin,Savings,5420.03,3896.38,7792.16,4590.27
23,Other,Columbus,Current,7687.77,5221.99,3528.17,84.52
68,Other,Fresno,Savings,8057.03,12467.41,3813.92,3886.68
21,Female,Fresno,Savings,8656.35,4714.98,6213.94,1200.77
39,Male,Boston,Current,6396.86,3312.8,9678.79,2931.95
30,Male,Houston,Current,9065.62,12202.24,3619.77,2257.5
61,Female,Detroit,Savings,6937.22,11415.22,4744.38,2719.12
47,Male,Indianapolis,Current,7860.75,5457.07,2155.04,3006.0
57,Female,Jacksonville,Savings,6886.27,4184.93,6767.32,4916.18
69,Male,Los Angeles,Savings,8731.45,13033.74,3260.99,3907.58
43,Female,Sacramento,Savings,2306.61,-1469.43,5734.19,4007.86
56,Male,Denver,Savings,7622.88,9793.86,4780.55,4484.03
56,Female,Philadelphia,Current,1259.85,-273.41,7982.96,4554.33
24,Female,Denver,Current,1010.74,3604.66,8496.03,4266.05
31,Male,San Diego,Current,4967.06,5578.91,7636.83,3747.67
43,Female,Columbus,Current,3072.35,-333.04,5053.13,3.65
35,Other,Jacksonville,Savings,5677.25,8004.84,4734.82,3008.05
68,Male,Chicago,Savings,6809.57,9788.56,4711.23,330.74
41,Female,Kansas City,Savings,2342.97,-1889.56,5514.7,61.67
69,Male,Memphis,Savings,7029.27,5241.23,6570.47,101.14
68,Male,Charlotte,Current,9955.05,12445.92,3917.19,4671.36
42,Female,El Paso,Savings,7623.55,10406.45,7588.32,1434.01
67,Other,El Paso,Savings,1820.49,412.42,9156.88,2846.75
49,Male,Seattle,Current,6373.58,7755.01,1608.95,952.21
23,Other,Denver,Current,193.9,2829.75,1194.75,3785.36
33,Other,Louisville,Savings,4750.21,6043.45,7079.96,4038.93
20,Female,Detroit,Savings,5379.73,9687.13,6812.99,1769.31
38,Female,Jacksonville,Current,9726.54,14700.97,5125.39,56.35
49,Male,Houston,Current,7398.33,8460.48,8454.12,3179.34
19,Female,Los Angeles,Current,7089.01,4208.47,7744.84,4373.0
64,Male,Chicago,Savings,5370.81,4635.37,9699.98,637.82
37,Male,San Antonio,Savings,5180.44,4244.44,8522.65,3508.61
28,Other,Indianapolis,Savings,9921.62,13753.81,1736.88,1333.07
68,Female,Milwaukee,Current,310.55,-695.85,4744.21,2178.03
35,Female,Jacksonville,Current,3101.74,-645.78,4208.32,1668.71
28,Male,Denver,Current,1424.46,3450.56,8515.21,4532.66
52,Other,Louisville,Savings,3218.22,815.72,3120.87,1499.66
53,Female,San Francisco,Savings,4689.84,3385.38,1989.74,4798.14
55,Other,Louisville,Current,3485.13,735.71,1702.5,576.08
29,Other,Denver,Current,9630.78,7966.32,6057.72,4615.48
48,Male,Atlanta,Current,6837.82,7718.91,3753.36,3304.33
53,Female,El Paso,Savings,7307.64,8011.61,2703.9,1331.17
47,Female,Oklahoma City,Savings,7448.69,12446.98,9185.42,129.56
61,Female,San Jose,Current,9002.35,7267.64,1135.12,752.47
21,Other,San Jose,Current,7703.39,3676.82,4970.89,4652.1
19,Female,Austin,Savings,260.43,1973.94,5370.29,2494.21
61,Male,Charlotte,Current,2687.82,-430.75,5851.08,2885.83
